번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
527,103590,일진전기,32803,절연선 및 케이블 제조업,37080390,37080390000,1000,원(KRW),02-707-9781,경기도 화성시  만년로 905-17 ,768
528,15860,일진홀딩스,116409,기타 금융업,49347483,49852615000,1000,원(KRW),031-220-0500,경기도 화성시  만년로 905-17 ,768
529,226320,잇츠한불,74604,생활용품 도매업,21929315,10964657500,500,원(KRW),02-3450-0343,서울특별시 강남구 언주로 634 ,768
530,33240,자화전자,32602,전자부품 제조업,17900000,8950000000,500,원(KRW),043-210-7114,충청북도 청원군  북이면 충청대로 1217 ,768
531,950,전방,31301,방적 및 가공사 제조업,1680000,8400000000,5000,원(KRW),02-2122-6000,"서울특별시 서대문구  서소문로 21 (충정로3가, 충정타워)",768
532,194370,제이에스코퍼레이션,31501,"가죽, 가방 및 유사제품 제조업",13335601,1333560100,100,원(KRW),02-2040-3400,서울특별시 강남구 개포로 640 ,768
533,25620,제이준코스메틱,32004,기타 화학제품 제조업,66962856,6696285600,100,원(KRW),02-2193-9500,인천광역시 남동구 남동동로 141 3층(고잔동),768
534,30000,제일기획,137103,광고업,115041225,23008245000,200,원(KRW),02-3780-2114,서울특별시 용산구  이태원로 222 제일기획 ,768
535,271980,제일약품,32102,의약품 제조업,10504493,5252246500,500,원(KRW),02-549-7451,서울특별시 서초구 사평대로 343 제일약품 사옥 ,768
536,1560,제일연마,32309,기타 비금속 광물제품 제조업,10000000,5000000000,500,원(KRW),054-285-8401,경상북도 포항시 남구 대송로101번길 34(장흥동) ,768
537,2620,제일파마홀딩스,137105,회사 본부 및 경영 컨설팅 서비스업,4345507,2172753500,500,원(KRW),02-549-7451,서울특별시 서초구 사평대로 343 ,768
538,6220,제주은행,116401,은행 및 저축기관,22128774,110643870000,5000,원(KRW),064-720-0200,제주특별자치도 제주시  오현길 90 (이도일동),768
539,89590,제주항공,85101,항공 여객 운송업,26356758,131783790000,5000,원(KRW),070-7420-1986,제주특별자치도 제주시 신대로 64 3층 ,768
540,4910,조광페인트,32004,기타 화학제품 제조업,12800000,6400000000,500,원(KRW),051-304-7701-5,부산광역시 사상구  삼덕로 5 148,768
541,4700,조광피혁,31501,"가죽, 가방 및 유사제품 제조업",6649138,34245690000,5000,원(KRW),043-270-5311-3,"충청북도 청주시 흥덕구 공단로126번길 97 (송정동, 공단2브럭)",768
542,1550,조비,32003,"비료, 농약 및 살균, 살충제 제조업",4609734,23048670000,5000,원(KRW),02-3488-5853,서울특별시 서초구 효령로77길 28 동오빌딩 (서초동 1337-4),768
543,480,조선내화,32302,"내화, 비내화 요업제품 제조업",4000000,20000000000,5000,원(KRW),061-798-8114,전라남도 광양시 산업로 55 ,768
544,120030,조선선재,32509,기타 금속 가공제품 제조업,1257651,628825500,500,원(KRW),054-289-8200,경상북도 포항시 남구 괴동로 43 (장흥동),768
545,18470,조일알미늄,32402,1차 비철금속 제조업,69600000,34800000000,500,원(KRW),053-856-5252,경상북도 경산시  진량읍 공단6로 98 ,768
546,2600,조흥,31007,기타 식품 제조업,600000,3000000000,5000,원(KRW),031-433-3883,경기도 안산시 단원구  시화로 38 (성곡동),768
547,185750,종근당,32102,의약품 제조업,9409050,23522625000,2500,원(KRW),02-2194-0300,서울 서대문구 충정로3가 3가 368 종근당빌딩 ,768
548,63160,종근당바이오,32102,의약품 제조업,5229489,13073722500,2500,원(KRW),02-2194-0555,서울특별시 서대문구  충정로 8 ,768
549,1630,종근당홀딩스,116409,기타 금융업,5009861,12524652500,2500,원(KRW),02-6373-0600,서울특별시 서대문구  충정로 8 종근당빌딩 ,768
550,44380,주연테크,32603,컴퓨터 및 주변장치 제조업,63773270,6377327000,100,원(KRW),02-2122-1000,서울특별시 마포구 양화로 134 (서교동) 5층,768
551,13870,지엠비코리아,33003,자동차 신품 부품 제조업,19072280,9536140000,500,원(KRW),055-263-2131,경상남도 창원시 성산구  웅남로 618(성산동) ,768
552,71320,지역난방공사,43503,"증기, 냉·온수 및 공기조절 공급업",11578744,57893720000,5000,원(KRW),031-780-4114,경기도 성남시 분당구 분당로 368 ,768
553,10580,지코,33003,자동차 신품 부품 제조업,45004179,22502089500,500,원(KRW),041-529-7714,충청남도 아산시 도고면 도고면로 48-15 (주)지코,768
554,35000,지투알,137105,회사 본부 및 경영 컨설팅 서비스업,16567409,17571493000,1000,원(KRW),02-705-2173,서울특별시 마포구  마포대로 155 LG마포B/D15F,768
555,88790,진도,74607,기타 전문 도매업,12447744,6223872000,500,원(KRW),02-850-8270,서울특별시 금천구  가산디지털1로 75 ,768
556,3780,진양산업,32202,플라스틱제품 제조업,13000000,6500000000,500,원(KRW),055-382-8981,경상남도 양산시  유산공단7길 42-1 ,768
557,10640,진양폴리우레탄,32001,기초 화학물질 제조업,10000000,5000000000,500,원(KRW),031-657-2545,경기 평택시 세교동 536-8번지,768
558,100250,진양홀딩스,116409,기타 금융업,55895292,27947646000,500,원(KRW),051-809-8813,부산광역시 부산진구 시민공원로 20번길 8(부암동) -,768
559,51630,진양화학,32202,플라스틱제품 제조업,12000000,6000000000,500,원(KRW),052-278-0700,울산광역시 남구  장생포로 93 ,768
560,11000,진원생명과학,32102,의약품 제조업,16174063,16174063000,1000,원(KRW),02-527-0600,서울특별시 강남구  테헤란로 223 큰길타워빌딩 ,768
561,2780,진흥기업,64102,토목 건설업,145353082,73252554000,500,원(KRW),02-772-1200,"인천광역시 연수구 컨벤시아대로 69 (송도동 , 송도밀레니엄 807호)",768
562,9310,참엔지니어링,32902,특수 목적용 기계 제조업,49189958,25019977500,500,원(KRW),031-330-8500,경기도 용인시 처인구  남사면 형제로 5 ,768
563,650,천일고속,84902,육상 여객 운송업,1429220,7146100000,5000,원(KRW),051-254-9111,부산광역시 동구 중앙대로 168(초량동) ,768
564,12600,청호컴넷,32901,일반 목적용 기계 제조업,8376352,41881760000,5000,원(KRW),02-3670-7700-2,서울특별시 강남구 도산대로 318 ,768
565,33250,체시스,33003,자동차 신품 부품 제조업,24000000,12000000000,500,원(KRW),053-851-8511,경상북도 경산시 진량읍 일연로 528 ,768
566,35720,카카오,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",67866207,33983103500,500,원(KRW),02-6718-1082,제주특별자치도 제주시 첨단로 242 ,768
567,6380,카프로,32001,기초 화학물질 제조업,40000000,20000000000,500,원(KRW),02-399-1200,서울특별시 중구 을지로 51 교원내외빌딩 14F ,768
568,2380,케이씨씨,32004,기타 화학제품 제조업,10556513,56434870000,5000,원(KRW),02-3480-5000,서울특별시 서초구  사평대로 344 (주)케이씨씨 빌딩,768
569,29460,케이씨텍,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",33393384,16696692000,500,원(KRW),031-670-8900,경기도 안성시  미양면 제2공단2길 39 ,768
570,9070,케이씨티시,84903,도로 화물 운송업,30000000,15000000000,500,원(KRW),02-310-0700,서울특별시 중구 남대문로 63 한진빌딩 ,768
571,145270,케이탑리츠,126801,부동산 임대 및 공급업,42145804,42145804000,1000,원(KRW),02-783-5858,서울특별시 영등포구 국제금융로 70 미원빌딩 19층 1901호,768
572,30200,케이티,106102,전기 통신업,261111808,1564498835000,5000,원(KRW),031-727-0114,경기도 성남시 분당구 불정로 90 KT 본사 ,768
573,58860,케이티스,106309,기타 정보 서비스업,34802000,17401000000,500,원(KRW),02-3215-2058,서울특별시 영등포구 여의대로 14 케이티빌딩 10층,768
574,53210,케이티스카이라이프,106002,텔레비전 방송업,47821966,119554915000,2500,원(KRW),02-2003-3000,"서울특별시 마포구 매봉산로 758층, 9층 ",768
575,33780,케이티앤지,31201,담배 제조업,137292497,954959485000,5000,원(KRW),042-939-5000,대전광역시 대덕구 벚꽃길 71 주식회사 케이티앤지,768
576,900140,코라오홀딩스,116409,기타 금융업,47869508,11967377,0.25,미국달러(USD),02-6050-7000,"PO Box 309, Ugland House, Grand Cayman, KY1-1104, Cayman Islands ",768
577,7810,코리아써키트,32602,전자부품 제조업,23620751,13684570000,500,원(KRW),031-491-3061,경기도 안산시 단원구  강촌로139번길 9 ,768
578,152330,코리아오토글라스,32301,유리 및 유리제품 제조업,20000000,100000000000,5000,원(KRW),044-860-5000,세종특별자치시  전의면 산단길 134 ,768
579,3690,코리안리,116502,재 보험업,120369116,60184558000,500,원(KRW),02-3702-6000,서울특별시 종로구  종로5길 68 (수송동) 코리안리빌딩,768
580,192820,코스맥스,32004,기타 화학제품 제조업,10049509,5024754500,500,원(KRW),031-359-0300,"경기도 화성시  향남읍 제약공단1길 27, 2길 46 ",768
581,44820,코스맥스비티아이,116409,기타 금융업,9603921,4801960500,500,원(KRW),031-789-3000,"경기도 성남시 분당구 판교로 255 에프-801(삼평동,판교이노밸리)",768
582,5070,코스모신소재,32004,기타 화학제품 제조업,15877968,79389840000,5000,원(KRW),043-850-1114,충청북도 충주시 충주호수로 36 (목행동) 코스모신소재 주식회사,768
583,5420,코스모화학,32004,기타 화학제품 제조업,14958444,74792220000,5000,원(KRW),052-231-6700,서울특별시 서초구  반포대로 43 코스모빌딩 5층,768
584,71950,코아스,33201,가구 제조업,30907210,15453605000,500,원(KRW),02-2692-2360,서울특별시 영등포구 선유로52길 17 ,768
585,2020,코오롱,116409,기타 금융업,12061185,65687875000,5000,원(KRW),02-3677-3114,경기 과천시 별양동 1-23 코오롱타워,768
586,3070,코오롱글로벌,64102,토목 건설업,25210438,127616205000,5000,원(KRW),02-3677-5114,경기도 과천시 코오롱로 11 코오롱타워,768
587,144620,코오롱머티리얼,32005,화학섬유 제조업,45000000,45000000000,1000,원(KRW),02-3677-4286,경기도 과천시  코오롱로 13 코오롱타워 별관8층 ,768
588,120110,코오롱인더,32005,화학섬유 제조업,25162634,139652470000,5000,원(KRW),3677-3114,경기도 과천시  코오롱로 11 코오롱타워,768
589,138490,코오롱플라스틱,32002,합성고무 및 플라스틱 물질 제조업,38000000,38000000000,1000,원(KRW),054-420-8371,경상북도 김천시  공단3길 64 (응명동),768
590,21240,코웨이,199609,그외 기타 개인 서비스업,74818121,40662398000,500,원(KRW),041-850-7811-5,충청남도 공주시 유구읍 유구마곡사로 136-23 ,768
591,31820,콤텍시스템,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",31851466,15925733000,500,원(KRW),02-3289-0114,서울특별시 영등포구  가마산로 343 ,768
592,192400,쿠쿠전자,32805,가정용 기기 제조업,9803360,4901680000,500,원(KRW),055-380-0734,경상남도 양산시 유산공단2길 14(교동) ,768
593,264900,크라운제과,31007,기타 식품 제조업,12523850,2659482000,200,원(KRW),02-791-9123,서울특별시 용산구 한강대로72길 3(남영동) ,768
594,5740,크라운해태홀딩스,116409,기타 금융업,14847347,7724036500,500,원(KRW),02-791-9123,서울특별시 용산구 한강대로72길 3 ,768
595,39490,키움증권,116601,금융 지원 서비스업,22099740,110498700000,5000,원(KRW),02-3787-5000,"서울특별시 영등포구 여의나루로4길 18 여의도동,키움파이낸스스퀘어빌딩",768
596,12170,키위미디어그룹,74607,기타 전문 도매업,156719712,78359856000,500,원(KRW),02-769-4799,"서울특별시 강남구 언주로 729 8층(논현동, 마스터스빌딩)",768
597,15890,태경산업,32001,기초 화학물질 제조업,29228750,14614375000,500,원(KRW),031-206-0071,경기도 수원시 영통구  신원로 53 (신동) ,768
598,6890,태경화학,32001,기초 화학물질 제조업,11600000,5800000000,500,원(KRW),02-3661-8011,서울특별시 강서구  공항대로 467 (등촌동) ,768
599,3240,태광산업,32005,화학섬유 제조업,1113400,5567000000,5000,원(KRW),02-3406-0300,서울특별시 중구  동호로 310 (장충동2가),768
600,11280,태림포장,31702,"골판지, 종이 상자 및 종이용기 제조업",70805940,35402970000,500,원(KRW),031-499-3333,경기도 시흥시 공단1대로379번안길 74 ,768
601,4100,태양금속공업,33003,자동차 신품 부품 제조업,36700000,20000000000,500,원(KRW),031-490-5500,경기도 안산시 단원구  해봉로 212 (성곡동),768
602,9410,태영건설,64102,토목 건설업,76400000,39478740000,500,원(KRW),031-910-6999,경기도 고양시 일산동구 정발산로 24 ,768
603,1420,태원물산,33003,자동차 신품 부품 제조업,7600000,3800000000,500,원(KRW),02-555-4301,서울특별시 강남구 테헤란로86길 14 (대치동),768
604,7980,태평양물산,31401,봉제의복 제조업,49074481,24537240500,500,원(KRW),02-850-9000,서울특별시 구로구 디지털로31길 12 태평양물산 ,768
605,55490,테이팩스,32202,플라스틱제품 제조업,4717650,3771825000,500,원(KRW),031-8047-4100,경기도 화성시 양감면 초록로532번길 62-16 ,768
606,78000,텔코웨어,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",9702706,5026353000,500,원(KRW),02 -2105-9800,서울특별시 서초구  법원로3길 20-7 ,768
607,214420,토니모리,32004,기타 화학제품 제조업,17640000,3528000000,200,원(KRW),02-591-3191,서울특별시 서초구 방배로 180 토니모리빌딩 ,768
608,140890,트러스제7호,126801,부동산 임대 및 공급업,9686000,48430000000,5000,원(KRW),02-785-8920,서울특별시 양천구  목동동로 233-3 ,768
609,84870,티비에이치글로벌,31401,봉제의복 제조업,20856819,10428409500,500,원(KRW),02-2058-3800,서울특별시 강남구 봉은사로 456 베이직하우스빌딩(삼성동),768
610,19180,티에이치엔,32809,기타 전기장비 제조업,18000000,9000000000,500,원(KRW),053-583-3001,대구광역시 달서구 성서로71길 43 ,768
611,4870,티웨이홀딩스,32601,반도체 제조업,70959464,35479732000,500,원(KRW),02-2056-9800,"서울특별시 성동구 아차산로 153 7층(성수동2가, 예림출판문화센터)",768
612,134790,팀스,33201,가구 제조업,2000000,1000000000,500,원(KRW),02-3434-3908,충청북도 음성군 감곡면 음성로2568번길 33 (주)팀스 음성공장,768
613,5690,파미셀,32101,기초 의약물질 및 생물학적 제제 제조업,58408110,29204055000,500,원(KRW),02-3496-0114,"서울특별시 강남구 언주로 874 (신사동, 쌍봉빌딩 7층) ",768
614,36580,팜스코,31006,"곡물가공품, 전분 및 전분제품 제조업",36727943,18363971500,500,원(KRW),031-7207-114,경기도 안성시  미양면 제2공단4길 33 ,768
615,28670,팬오션,85001,해상 운송업,534537812,534537812000,1000,원(KRW),02-316-5114,서울특별시 종로구 종로5길 7 Tower 8 팬오션(주),768
616,10820,퍼스텍,32502,무기 및 총포탄 제조업,46764840,23382420000,500,원(KRW),055-212-1606,경상남도 창원시 성산구  남면로 485 퍼스텍(주),768
617,16800,퍼시스,33201,가구 제조업,11500000,14300000000,1000,원(KRW),02-3400-6386,서울특별시 송파구 오금로 311 오금동,768
618,1020,페이퍼코리아,31701,"펄프, 종이 및 판지 제조업",32216657,16108328500,500,원(KRW),063-440-5000,전라북도 군산시  구암로 50 ,768
619,90080,평화산업,33003,자동차 신품 부품 제조업,37403844,18701922000,500,원(KRW),053-610-7027,대구광역시 달성군 논공읍 논공로 597 ,768
620,10770,평화홀딩스,116409,기타 금융업,14625466,7312733000,500,원(KRW),053-610-8500,대구광역시 달성군  논공읍 논공로 597 ,768
621,5490,포스코,32401,1차 철강 제조업,87186835,482403125000,5000,원(KRW),054-220-0114,경상북도 포항시 남구  동해안로 6261 (주) 포스코,768
622,58430,포스코강판,32401,1차 철강 제조업,6000000,30000000000,5000,원(KRW),054-280-6114,경상북도 포항시 남구  철강로 173 포스코강판주식회사,768
623,47050,포스코대우,74601,상품 중개업,123375149,616875745000,5000,원(KRW),02-759-2114,서울특별시 중구  통일로 10 연세재단세브란스빌딩,768
624,17810,풀무원,116409,기타 금융업,3809095,19045475000,5000,원(KRW),043-879-4500,충청북도 음성군 대소면 삼양로 730-27 ,768
625,103140,풍산,32402,1차 비철금속 제조업,28024278,140121390000,5000,원(KRW),02-3406-5846,경기도 평택시  포승읍 평택항로156번길 134 (주)풍산,768
626,5810,풍산홀딩스,116409,기타 금융업,7835167,45175835000,5000,원(KRW),02-2278-6700,인천광역시 계양구  아나지로 156 효성동 (주)풍산홀딩스,768
627,33180,필룩스,32602,전자부품 제조업,31021979,15660989500,500,원(KRW),070-7780-8000,경기도 양주시 광적면 광적로 235-48 ,768
628,86790,하나금융지주,116409,기타 금융업,296003062,1480015310000,5000,원(KRW),02-2002-1110,서울특별시 중구  을지로 55 ,768
629,99340,하나니켈1호,116402,신탁업 및 집합투자업,22756200,113781000000,0,원(KRW),02-3771-9870,"서울특별시 중구  다동길 43 9층 (다동, 한외빌딩)",768
630,99350,하나니켈2호,116402,신탁업 및 집합투자업,3284000,16420000000,0,원(KRW),02-3771-9834,"서울특별시 중구  다동길 43 9층 (다동, 한외빌딩)",768
631,39130,하나투어,147502,여행사 및 기타 여행보조 서비스업,11616185,5808092500,500,원(KRW),02-2127-1000,서울특별시 종로구 인사동5길 41 (주)하나투어 ,768
632,172580,하이골드12호,147601,운송장비 임대업,13044500,65222500000,5000,원(KRW),02-2090-4625,제주특별자치도 제주시 연삼로 473 산업경제진흥원 (이도이동),768
633,153360,하이골드3호,147601,운송장비 임대업,16149790,80748950000,5000,원(KRW),02-2090-4624,제주특별시자치도 제주시 연삼로 473 산업경제진흥원,768
634,159650,하이골드8호,147601,운송장비 임대업,14905929,74529645000,5000,원(KRW),02-2090-4600,제주특별자치도 제주시 연삼로 473 산업경재진흥원 연삼로 473 산업경제진흥원(이도이동),768
635,71090,하이스틸,32401,1차 철강 제조업,1999944,9999720000,5000,원(KRW),02-2273-2140,충청남도 당진시 송악읍 부곡공단4길 28-252 ,768
636,19490,하이트론씨스템즈,32605,영상 및 음향기기 제조업,5530735,13826837500,2500,원(KRW),031-670-9100,경기도 안성시  삼죽면 서동대로 5953-85 ,768
637,80,하이트진로,31101,알코올음료 제조업,70133611,368818745000,5000,원(KRW),02-3219-0114,서울특별시 강남구 영동대로 714 ,768
638,140,하이트진로홀딩스,116409,기타 금융업,23206765,118387875000,5000,원(KRW),02-520-3112,서울특별시 강남구  영동대로 714 ,768
639,152550,한국ANKOR유전,116402,신탁업 및 집합투자업,70020000,350100000000,0,원(KRW),2180-0493,서울특별시 영등포구 은행로 3 여의도동,768
640,36460,한국가스공사,43502,연료용 가스 제조 및 배관공급업,92313000,461565000000,5000,원(KRW),053-670-0114,대구광역시 동구 첨단로 120- ,768
641,5430,한국공항,85209,기타 운송관련 서비스업,3166355,15831775000,5000,원(KRW),02-2660-3114,서울특별시 강서구  양천로 13 (방화동) 한국공항(주),768
642,71050,한국금융지주,116409,기타 금융업,55725992,307921215000,5000,원(KRW),02-3276-6400,서울특별시 영등포구  의사당대로 88 ,768
643,10040,한국내화,32302,"내화, 비내화 요업제품 제조업",22863632,11431816000,500,원(KRW),041-359-2200,충청남도 당진시  송산면 무수들길 370 ,768
644,25540,한국단자공업,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",10415000,5207500000,500,원(KRW),032-814-9981,인천광역시 연수구 갯벌로 38 ,768
645,4090,한국석유공업,32309,기타 비금속 광물제품 제조업,655200,3276000000,5000,원(KRW),02-799-3114,서울특별시 용산구  이촌로 166 ,768
646,2200,한국수출포장공업,31702,"골판지, 종이 상자 및 종이용기 제조업",4000000,20000000000,5000,원(KRW),02-525-2981-9,서울특별시 서초구 서초중앙로 63 ,768
647,2960,한국쉘석유,31902,석유 정제품 제조업,1300000,7000000000,5000,원(KRW),051-620-5133,부산광역시 남구  신선로 250 (용당동) ,768
648,2000,한국유리공업,32301,유리 및 유리제품 제조업,10079660,69882185000,5000,원(KRW),02-3706-9114,"서울특별시 강남구 테헤란로 211 10층 (역삼동, 한국고등교육재단빌딩)  ",768
649,123890,한국자산신탁,116402,신탁업 및 집합투자업,93500000,46750000000,500,원(KRW),02-2112-6300,"서울특별시 강남구 테헤란로 306 (역삼동, 카이트타워) ",768
650,15760,한국전력공사,43501,전기업,641964077,3209820385000,5000,원(KRW),061-345-3114,전라남도 나주시 전력로 55 -,768
651,6200,한국전자홀딩스,116409,기타 금융업,46803136,23401568000,500,원(KRW),02-3497-5535,서울특별시 서초구  마방로10길 5 ,768
652,2300,한국제지,31701,"펄프, 종이 및 판지 제조업",5004949,25024745000,5000,원(KRW),02-3475-7200,서울특별시 강남구  테헤란로 504 해성빌딩 19층,768
653,23350,한국종합기술,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업",10950000,5475000000,500,원(KRW),02-2049-2517,경기도 성남시 중원구 산성대로476번길 6 (금광동),768
654,25890,한국주강,32902,특수 목적용 기계 제조업,11309259,5654629500,500,원(KRW),055-585-7251,경상남도 함안군 군북면 장백로 228 ,768
655,970,한국주철관공업,32401,1차 철강 제조업,22800500,12000000000,500,원(KRW),051-291-5481-5,부산광역시 사하구  을숙도대로 525 ,768
656,104700,한국철강,32401,1차 철강 제조업,9210000,46050000000,5000,원(KRW),055-260-0500,경상남도 창원시 성산구  공단로103번길 12 한국철강(주) ,768
657,17960,한국카본,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업",43960757,21980378500,500,원(KRW),055-350-8888,경상남도 밀양시 부북면 춘화로 85 ,768
658,161890,한국콜마,32004,기타 화학제품 제조업,21104461,10552230500,500,원(KRW),02-3485-0332,세종특별자치시  전의면 덕고개길 12-11 ,768
659,24720,한국콜마홀딩스,116409,기타 금융업,16748936,8374468000,500,원(KRW),041-862-1057,세종특별자치시  전의면 덕고개길 12-11 ,768
660,161390,한국타이어,32201,고무제품 제조업,123875069,61937534500,500,원(KRW),02-2222-1000,서울특별시 강남구  테헤란로 133 ,768
661,240,한국타이어월드와이드,116409,기타 금융업,93020173,46510086500,500,원(KRW),02-2222-1000,서울특별시 강남구 테헤란로 133 ,768
662,34830,한국토지신탁,116402,신탁업 및 집합투자업,252489230,252489230000,1000,원(KRW),234511181,서울특별시 강남구 테헤란로 309 ,768
663,7280,한국특수형강,32401,1차 철강 제조업,18020878,9010439000,500,원(KRW),051-323-2611,부산광역시 사상구  장인로77번길 52(학장동) ,768
664,168490,한국패러랠,116402,신탁업 및 집합투자업,80020000,400100000000,0,원(KRW),02-3276-4815,서울특별시 영등포구 은행로3 ,768
665,10100,한국프랜지공업,33003,자동차 신품 부품 제조업,6090084,30450420000,5000,원(KRW),052-233-5511,울산 동구 동부동 194,768
666,47810,한국항공우주,33103,"항공기,우주선 및 부품 제조업",97475107,487375535000,5000,원(KRW),055-851-1380,경상남도 사천시  사남면 공단1로 78 한국항공우주산업 ,768
667,123690,한국화장품,74604,생활용품 도매업,16068000,8034000000,500,원(KRW),02-724-3281,서울특별시 종로구 청계천로 35 ,768
668,3350,한국화장품제조,32004,기타 화학제품 제조업,4532000,2266000000,500,원(KRW),02-724-3710,서울특별시 종로구 청계천로 35 ,768
669,11500,한농화성,32004,기타 화학제품 제조업,15637042,7818521000,500,원(KRW),063-462-2455,"전라북도 군산시  외항1길 24 (소룡동,0)",768
670,2390,한독,32102,의약품 제조업,12594080,6297040000,500,원(KRW),02-527-5114,서울특별시 강남구  테헤란로 132 ,768
671,14790,한라,64102,토목 건설업,36494942,182474710000,5000,원(KRW),02-3434-5114,서울특별시 송파구 올림픽로 289 ,768
672,60980,한라홀딩스,116409,기타 금융업,10802691,55086180000,5000,원(KRW),02-3434-6363,경기도 용인시 기흥구 기흥단지로 46 -,768
673,53690,한미글로벌,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업",10867583,5433791500,500,원(KRW),02-3429-6300,서울특별시 강남구 테헤란로87길 36 도심공항타워 층,768
674,42700,한미반도체,32902,특수 목적용 기계 제조업,63582100,12716420500,200,원(KRW),032-571-9100,인천광역시 서구 가좌로30번길 14 ,768
675,8930,한미사이언스,116409,기타 금융업,62279874,31139937000,500,원(KRW),02-410-9114,경기도 화성시 팔탄면 무하로 214 한미약품(주) 팔탄공단,768
676,128940,한미약품,32102,의약품 제조업,11163452,27908630000,2500,원(KRW),031-356-3311,경기도 화성시  팔탄면 무하로 214 ,768
677,9240,한샘,74604,생활용품 도매업,23533928,23533928000,1000,원(KRW),02-590-3114,경기도 안산시 단원구 번영2로 144 ,768
678,20000,한섬,31401,봉제의복 제조업,24630000,12315000000,500,원(KRW),02-3416-2000,서울특별시 강남구  도산대로 523 한섬빌딩,768
679,3680,한성기업,31002,수산물 가공 및 저장 처리업,5477951,27389755000,5000,원(KRW),051-410-7100,부산광역시 영도구  태종로 63 ,768
680,105630,한세실업,31401,봉제의복 제조업,40000000,20000000000,500,원(KRW),02-3779-0779,서울특별시 영등포구 은행로 29 정우빌딩 ,768
681,69640,한세엠케이,74704,"섬유, 의복, 신발 및 가죽제품 소매업",12909322,6454661000,500,원(KRW),02-2142-5000,서울특별시 강남구  논현로 633 ,768
682,16450,한세예스24홀딩스,116409,기타 금융업,40000000,20000000000,500,원(KRW),02-3779-0800,서울특별시 영등포구  은행로 11 일신빌딩 6층 ,768
683,9180,한솔로지스틱스,85209,기타 운송관련 서비스업,16477425,8840941000,500,원(KRW),02-3287-7400,서울특별시 중구 을지로 100 파인애비뉴 B동 22층 ,768
684,213500,한솔제지,31701,"펄프, 종이 및 판지 제조업",23800576,119002880000,5000,원(KRW),02-3287-6040,"서울특별시 중구 을지로 100 비동 (을지로2가, 파인애비뉴) ",768
685,14680,한솔케미칼,32001,기초 화학물질 제조업,11295195,56475975000,5000,원(KRW),02-2152-2326,서울특별시 강남구 테헤란로 513K Tower 7F / 8F ,768
686,4710,한솔테크닉스,32602,전자부품 제조업,22109878,110549390000,5000,원(KRW),02-3287-7902,서울특별시 중구 을지로 100 ,768
687,10420,한솔피엔에스,74607,기타 전문 도매업,20493012,10246506000,500,원(KRW),02-6005-4534,서울특별시 중구 퇴계로 213 일흥빌딩 5층 ,768
688,4150,한솔홀딩스,116409,기타 금융업,46359871,231799355000,5000,원(KRW),02-3287-6875,서울특별시 중구 을지로 100 파인애비뉴 B동 24층 ,768
689,25750,한솔홈데코,31601,제재 및 목재 가공업,80565149,83765149000,1000,원(KRW),02-3284-3881,서울특별시 동작구 보라매로5길 15 전문건설회관빌딩 ,768
690,4960,한신공영,64101,건물 건설업,10722683,53613415000,5000,원(KRW),02-3393-3114,경기도 용인시 처인구  백암면 덕평로 82 ,768
691,11700,한신기계공업,32901,일반 목적용 기계 제조업,32446151,16223075500,500,원(KRW),031-491-3911,경기도 안산시 단원구  해봉로330번길 23 신길동,768
692,1750,한양증권,116601,금융 지원 서비스업,12728534,66267670000,5000,원(KRW),02-3770-5000,서울 영등포구 여의도동 34-11,768
693,18880,한온시스템,32901,일반 목적용 기계 제조업,533800000,53380000000,100,원(KRW),042-930-6114,대전광역시 대덕구  신일서로 95 ,768
694,9420,한올바이오파마,32102,의약품 제조업,52240638,26120319000,500,원(KRW),042-932-5997,대전광역시 대덕구  상서당1길 43  ,768
695,14130,한익스프레스,84903,도로 화물 운송업,1200000,6000000000,5000,원(KRW),02-3400-5474,경기도 화성시 양감면 초록로 103 (주)한익스프레스,768
696,3300,한일시멘트,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",7545313,37726565000,5000,원(KRW),02-531-7000,서울특별시 강남구  강남대로 330 우덕빌딩 ,768
697,2220,한일철강,32401,1차 철강 제조업,2040000,10200000000,5000,원(KRW),02-2267-6161,서울특별시 중구  퇴계로27길 28 (한영빌딩 9층),768
698,51600,한전KPS,64203,전기 및 통신 공사업,45000000,9000000000,200,원(KRW),061-345-2000,전라남도 나주시 문화로 211 -,768
699,52690,한전기술,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업",38220000,7644000000,200,원(KRW),031-289-3114,경상북도 김천시 혁신로 269 (율곡동),768
700,130660,한전산업,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업",32600000,16300000000,500,원(KRW),02-2250-2700,서울특별시 중구  서소문로 115 한산빌딩 ,768
